Handle,Title,Body (HTML),Product Category,Type,Tags,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
adalia-wingback-chair-2-ctn,ADALIA Wingback Chair (2 / CTN),"<p>FREE SHIPPING<br>
Elevate your space with ADALIA Wingback Chair (2 / CTN), styled in Glam and designed for everyday comfort. Built as a dining chair, it pairs well with a wide range of interiors. With Flannelette, Solid Wood, Polyresin, Mirror, Others and Silver  or  Dark Gray tones, it blends structure and softness in one clean profile.<br>
Product Dimensions: 21"" W x 25""D x 40"" H (SEAT HT: 19 5 or 8"", SEAT DP: 18 1 or 8"")<br>
Features<br>
- Glam design<br>
- Made with solid wood &amp; wood veneer</p>

<p>Materials:Flannelette, Solid Wood, Polyresin, Mirror<br>
Color:Silver / Dark Gray<br>
Weight: 50.7 lbs</p>",,Dining,"ADALIA, Chair, Dining, Furniture of America, Indoor Furniture, New Arrival, Quick Ship Furniture",Title,Default Title,,,,,,,,CM3241GY-SC-2PK,22996.99708,shopify,20,deny,manual,720,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/CM3241GY-SC-1_ab2ba03b-2d61-4c5d-bedb-b24c8cb8c765.jpg?v=1771827614,1,ADALIA Wingback Chair (2 / CTN),FALSE,ADALIA Wingback Chair (2 or CTN) in Silver  or  Dark Gray | GOODDEGG,The ADALIA Wingback Chair adds comfortable seating and style to your space. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,lb,,270,active
adalia-wingback-chair-2-ctn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/CM3241SV-T-1-Z_8c73871b-1aa3-4930-83b1-e3ce4d9acf60.jpg?v=1771827614,2,ADALIA Wingback Chair (2 / CTN),,,,,,,,
adalia-wingback-chair-2-ctn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/CM3241GY-SC-2_5a7aada4-56a4-465a-a4b2-9448c382d56f.jpg?v=1771827615,3,ADALIA Wingback Chair (2 / CTN),,,,,,,,
adalia-wingback-chair-2-ctn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/CM3241GY-SC-3_9eea4778-3c01-4012-81eb-aab54cb7fa2a.jpg?v=1771827614,4,ADALIA Wingback Chair (2 / CTN),,,,,,,,
adalia-wingback-chair-2-ctn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/CM3241GY-SC-4_980a2184-b122-43db-899c-cc0c493a0ae3.jpg?v=1771827615,5,ADALIA Wingback Chair (2 / CTN),,,,,,,,
adalia-dining-table,ADALIA Dining Table,"<p>FREE SHIPPING<br>
ADALIA Dining Table brings a Glam look to your home with a refined, comfortable feel. This dining dining table is made to fit naturally into the room. The Flannelette, Solid Wood, Polyresin, Mirror, Others construction is complemented by Silver  or  Dark Gray tones for a polished look.<br>
Product Dimensions: 90"" L (72""  and  1 x 18""leaf) x 40 5 or 8"" W x 30 1 or 2"" H<br>
Features<br>
- Glam design<br>
- Made with solid wood &amp; wood veneer</p>

<p>Materials:Flannelette, Solid Wood, Polyresin, Mirror<br>
Color:Silver / Dark Gray<br>
Weight: 194 lbs</p>",,Dining,"ADALIA, Dining, Dining Table, Furniture of America, Indoor Furniture, New Arrival, Quick Ship Furniture",Title,Default Title,,,,,,,,CM3241SV-T,87997.0105,shopify,20,deny,manual,1077,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/CM3241SV-T-1-Z_4eb42166-9cbe-4370-a42c-dce1460d5b86.jpg?v=1771827614,1,ADALIA Dining Table,FALSE,ADALIA Dining Table in Silver  or  Dark Gray | GOODDEGG,The ADALIA Dining Table creates a welcoming place for meals and gatherings. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,lb,,419,active
adalia-dining-table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/CM3241SV-T-2_dc0e1a78-d709-4d3a-bd75-cb4dab94ea80.jpg?v=1771827614,2,ADALIA Dining Table,,,,,,,,
adalia-dining-table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/CM3241SV-T-3_ceff2c3c-cc44-45e7-a62d-a5276ca73a19.jpg?v=1771827614,3,ADALIA Dining Table,,,,,,,,
adalia-dining-table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/CM3241SV-T-4_fa7f4bc5-05cc-40a7-ba54-f0113b9c5034.jpg?v=1771827614,4,ADALIA Dining Table,,,,,,,,
adalia-dining-table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/CM3241SV-T-5_613d9002-369c-4c87-8bff-efa635ceb746.jpg?v=1771827613,5,ADALIA Dining Table,,,,,,,,
acke-computer-desk,ACKE Computer Desk,"<p>FREE SHIPPING<br>
Elevate your space with ACKE Computer Desk, styled in Contemporary and designed for everyday comfort. This accent desk is made to fit naturally into the room. With Metal, Glass, Engineered Wood and Black tones, it blends structure and softness in one clean profile.<br>
Product Dimensions: 59 1 or 4"" L x 23 5 or 8"" W x 29 3 or 4"" H (WHEN SHELF OPEN: 55 1 or 8"" W)</p>

<p>Materials:Metal, Glass, Engineered Wood<br>
Weight: 141.02 lbs</p>",,Accent,"Accent, ACKE, Desk, Furniture of America, Indoor Furniture, New Arrival, Quick Ship Furniture",Color,Black,,,,,,,,CM-DK6131BK,63966.00425,shopify,20,deny,manual,1077,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/CM-DK6131BK_34bacc96-9d85-40d4-9731-f9101efdcdf0.jpg?v=1771827613,1,ACKE Computer Desk,FALSE,ACKE Computer Desk in Black | GOODDEGG,The ACKE Computer Desk creates a focused workspace for daily tasks. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,lb,,399,active
acke-computer-desk,,,,,,,Gray,,,,,,,,CM-DK6131GY,63966.00425,shopify,20,deny,manual,1077,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/CM-DK6131GY-1_7321f3ea-0bf4-4b10-a82b-6d802e4b1c93.jpg?v=1771827613,2,ACKE Computer Desk,,,,,lb,,399,
acke-computer-desk,,,,,,,White,,,,,,,,CM-DK6131WH,63966.00425,shopify,20,deny,manual,1077,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/CM-DK6131WH_ba027b59-06f7-48b1-baa1-97a4cfe526f8.jpg?v=1771827613,3,ACKE Computer Desk,,,,,lb,,399,
acke-computer-desk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/CM-DK6131BK-2_952580ec-5c04-4522-b692-1e26b9a9d31c.jpg?v=1771827613,4,ACKE Computer Desk,,,,,,,,
acke-computer-desk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/CM-DK6131GY-2_2180b281-a287-404f-b538-3a84b3cb8d95.jpg?v=1771827613,5,ACKE Computer Desk,,,,,,,,
acke-computer-desk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/CM-DK6131GY-3_5b7e5126-08c4-4996-9e06-53e2fad1a44d.jpg?v=1771827613,6,ACKE Computer Desk,,,,,,,,
acke-computer-desk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/CM-DK6131WH-2_53baf57d-e695-4409-9c91-0e633f3562e3.jpg?v=1771827613,7,ACKE Computer Desk,,,,,,,,
acaso-accent-chair,ACASO Accent Chair,"<p>FREE SHIPPING<br>
Make the room feel complete with ACASO Accent Chair and its Contemporary character. Built as a accent chair, it pairs well with a wide range of interiors. Finished in Mushroom tones, the Fabric, Foam, Rubberwood build balances durability with visual appeal.<br>
Product Dimensions: 30.5"" W x 32""D x 32.5"" H (SEAT HT: 19"", SEAT DP: 22"")</p>

<p>Materials:Fabric, Foam, Rubberwood</p>",,Accent,"ACASO, Accent, Chair, Furniture of America, Indoor Furniture, New Arrival, Quick Ship Furniture",Color,Mushroom,,,,,,,,FM-AC8017LB,0,shopify,20,deny,manual,537,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/FM-AC8017LB-1_704ab134-1c03-4b28-9797-45f793996125.jpg?v=1771827612,1,ACASO Accent Chair,FALSE,ACASO Accent Chair in Mushroom | GOODDEGG,The ACASO Accent Chair adds comfortable seating and style to your space. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,lb,,239,active
acaso-accent-chair,,,,,,,White,,,,,,,,FM-AC8017WH,0,shopify,20,deny,manual,537,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/FM-AC8017WH-1_c2ce8e86-b041-4f01-b596-4964042f33f3.jpg?v=1771827612,2,ACASO Accent Chair,,,,,lb,,239,
acapulco-sofa,ACAPULCO Sofa,"<p>FREE SHIPPING<br>
Elevate your space with ACAPULCO Sofa, styled in Traditional and designed for everyday comfort. As a upholstery sofa, it is designed to complement your space. With Fabric, Solid Wood, Others and Black  or  Off-White tones, it blends structure and softness in one clean profile.<br>
Product Dimensions: 84.5"" W x 43""D x 48"" H<br>
Features<br>
- Made with solid wood &amp; wood veneer</p>

<p>Materials:Fabric, Solid Wood<br>
Weight: 187 lbs</p>",,Upholstery,"ACAPULCO, Furniture of America, Indoor Furniture, New Arrival, Quick Ship Furniture, Sofa, Upholstery",Color,Black/Off-White,,,,,,,,FM65001ES-SF,84821.99999,shopify,20,deny,manual,2217,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/FM65001ES-SF-1_d5e3279a-afc7-439a-b348-eccaec47d797.jpg?v=1771825195,1,ACAPULCO Sofa,FALSE,Acapulco Sofa in Black  or  Off-White | GOODDEGG,The ACAPULCO Sofa offers relaxed seating for everyday lounging. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,lb,,879,active
acapulco-sofa,,,,,,,Off-White,,,,,,,,FM65001WH-SF,86408.98361,shopify,20,deny,manual,2217,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/FM65001WH-SF-1_ee2a61ed-bd1e-4dce-ad43-6f045fbddb18.jpg?v=1771825196,2,ACAPULCO Sofa,,,,,lb,,879,
acapulco-sofa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/FM65001ES-1_3d7fdea3-05d1-4aef-b648-440e7491dd17.jpg?v=1771825195,3,ACAPULCO Sofa,,,,,,,,
acapulco-sofa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/FM65001ES-2_c58b6dc7-0b3d-4d81-bd16-f411cc66ac82.jpg?v=1771825195,4,ACAPULCO Sofa,,,,,,,,
acapulco-sofa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/FM65001ES-3_27f868e8-b0e7-47bb-ab5c-dbe6e4ce8d80.jpg?v=1771825195,5,ACAPULCO Sofa,,,,,,,,
acapulco-sofa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/FM65001ES-4_16ab1fb4-9828-4ab7-8bd4-dbaa1c5d2094.jpg?v=1771825195,6,ACAPULCO Sofa,,,,,,,,
acapulco-sofa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/FM65001ES-5_e543f35a-dd00-454b-a22b-fc0e12a08c72.jpg?v=1771825195,7,ACAPULCO Sofa,,,,,,,,
acapulco-sofa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/FM65001ES-6_c191bae2-424f-4f7d-a53a-30adc4fa332f.jpg?v=1771825195,8,ACAPULCO Sofa,,,,,,,,
acapulco-sofa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/FM65001ES-7_86577179-2885-4bd0-ab5b-aa4464159229.jpg?v=1771825195,9,ACAPULCO Sofa,,,,,,,,
acapulco-sofa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/FM65001WH-1_3a4080a8-61f8-4237-9365-e7279e65d8f1.jpg?v=1771825195,10,ACAPULCO Sofa,,,,,,,,
acapulco-sofa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/FM65001WH-2_8023f075-d529-4904-9d21-16f30317a141.jpg?v=1771825195,11,ACAPULCO Sofa,,,,,,,,
acapulco-sofa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/FM65001WH-4_df6b1b69-2b40-4801-8d17-979a393037de.jpg?v=1771825195,12,ACAPULCO Sofa,,,,,,,,
acapulco-sofa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/FM65001WH-6_6e5a0c60-c901-468a-8f02-52a8e148d229.jpg?v=1771825195,13,ACAPULCO Sofa,,,,,,,,
acapulco-sofa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/FM65001WH-7_e99603ac-a2e5-4f1e-b7a1-3d07c23c360b.jpg?v=1771825195,14,ACAPULCO Sofa,,,,,,,,
acapulco-sofa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/FM65001WH-8_2f9c88e1-e3ea-4e8e-b68b-55c59059ee1b.jpg?v=1771825195,15,ACAPULCO Sofa,,,,,,,,
acapulco-sofa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/FM65001WH-3_cba90da3-986e-475e-a563-c1fe3827b868.jpg?v=1771825195,16,ACAPULCO Sofa,,,,,,,,
acapulco-sofa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/FM65001WH-9_ba27fe3d-5735-4e57-92c5-6edbf01b6c6f.jpg?v=1771825195,17,ACAPULCO Sofa,,,,,,,,
acapulco-loveseat,ACAPULCO Loveseat,"<p>FREE SHIPPING<br>
Make the room feel complete with ACAPULCO Loveseat and its Traditional character. This upholstery loveseat is made to fit naturally into the room. Finished in Black  or  Off-White tones, the Fabric, Solid Wood, Others build balances durability with visual appeal.<br>
Product Dimensions: 70.5"" W x 43""D x 48"" H<br>
Features<br>
- Made with solid wood &amp; wood veneer</p>

<p>Materials:Fabric, Solid Wood<br>
Weight: 160.6 lbs</p>",,Upholstery,"ACAPULCO, Furniture of America, Indoor Furniture, Loveseat, New Arrival, Quick Ship Furniture, Upholstery",Color,Black/Off-White,,,,,,,,FM65001ES-LV,72846.97998,shopify,20,deny,manual,1590,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/FM65001ES-LV-1_7b282baa-be22-4e63-8328-dbd2240480d9.jpg?v=1771825194,1,ACAPULCO Loveseat,FALSE,ACAPULCO Loveseat in Black  or  Off-White | GOODDEGG,The ACAPULCO Loveseat offers relaxed seating for everyday lounging. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,lb,,630,active
acapulco-loveseat,,,,,,,Off-White,,,,,,,,FM65001WH-LV,74843.01321,shopify,20,deny,manual,1590,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/FM65001WH-LV-1_a9dd2536-614f-4cbd-814d-5d22ca254d52.jpg?v=1771825194,2,ACAPULCO Loveseat,,,,,lb,,630,
acapulco-loveseat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/FM65001ES-1_be97a4a5-40ba-4974-94bf-f490bc004460.jpg?v=1771825194,3,ACAPULCO Loveseat,,,,,,,,
acapulco-loveseat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/FM65001ES-2_7e39076a-72cf-4d7d-a8df-db84f57235b5.jpg?v=1771825194,4,ACAPULCO Loveseat,,,,,,,,
acapulco-loveseat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/FM65001ES-3_009b19b9-0ad8-4b17-9b95-964c1e863b98.jpg?v=1771825194,5,ACAPULCO Loveseat,,,,,,,,
acapulco-loveseat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/FM65001ES-4_12a6cd6b-f32a-4dc1-8924-b741f503676d.jpg?v=1771825194,6,ACAPULCO Loveseat,,,,,,,,
acapulco-loveseat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/FM65001ES-5_0771dcf3-af10-40da-abff-dc14405feef6.jpg?v=1771825194,7,ACAPULCO Loveseat,,,,,,,,
acapulco-loveseat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/FM65001ES-6_3e75182b-c339-44c2-9e88-06ebc0d1da41.jpg?v=1771825194,8,ACAPULCO Loveseat,,,,,,,,
acapulco-loveseat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/FM65001ES-7_af814458-bd0a-4324-8f4e-8da8fbf8140f.jpg?v=1771825194,9,ACAPULCO Loveseat,,,,,,,,
acapulco-loveseat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/FM65001ES-8_687acc7d-5c62-453c-9756-21ddae60e504.jpg?v=1771825194,10,ACAPULCO Loveseat,,,,,,,,
acapulco-loveseat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/FM65001WH-1_4c03649f-e8c6-4750-be02-423aa9045757.jpg?v=1771825194,11,ACAPULCO Loveseat,,,,,,,,
acapulco-loveseat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/FM65001WH-2_0302bd3d-7e66-4068-b523-ddda9f061d0d.jpg?v=1771825194,12,ACAPULCO Loveseat,,,,,,,,
acapulco-loveseat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/FM65001WH-4_51ac8673-55c4-4b5c-9cab-4398120d6518.jpg?v=1771825194,13,ACAPULCO Loveseat,,,,,,,,
acapulco-loveseat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/FM65001WH-6_dc356679-5594-4ed5-a6ce-33e1aaf105bb.jpg?v=1771825194,14,ACAPULCO Loveseat,,,,,,,,
acapulco-loveseat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/FM65001WH-7_2b20e0a2-4d5e-4f80-be18-fc0358c3da8d.jpg?v=1771825194,15,ACAPULCO Loveseat,,,,,,,,
acapulco-loveseat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/FM65001WH-8_92bbeca9-dbfd-4758-a17f-b2146a398f12.jpg?v=1771825194,16,ACAPULCO Loveseat,,,,,,,,
acapulco-loveseat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/FM65001WH-3_4a51d43a-e28f-40fe-8d21-9ba7fcd33887.jpg?v=1771825194,17,ACAPULCO Loveseat,,,,,,,,
acapulco-chair,ACAPULCO Chair,"<p>FREE SHIPPING<br>
Elevate your space with ACAPULCO Chair, styled in Traditional and designed for everyday comfort. Built as a upholstery chair, it pairs well with a wide range of interiors. With Fabric, Solid Wood, Others and Black  or  Off-White tones, it blends structure and softness in one clean profile.<br>
Product Dimensions: 44"" W x 42""D x 46.5"" H<br>
Features<br>
- Made with solid wood &amp; wood veneer</p>

<p>Materials:Fabric, Solid Wood<br>
Weight: 115.5 lbs</p>",,Upholstery,"ACAPULCO, Chair, Furniture of America, Indoor Furniture, New Arrival, Quick Ship Furniture, Upholstery",Color,Black/Off-White,,,,,,,,FM65001ES-CH,52390.00945,shopify,20,deny,manual,1137,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/FM65001ES-CH-1_dc8ed148-6bd8-4efe-9805-b03231fdf6e3.jpg?v=1771825193,1,ACAPULCO Chair,FALSE,ACAPULCO Chair in Black  or  Off-White | GOODDEGG,The ACAPULCO Chair adds comfortable seating and style to your space. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,lb,,459,active
acapulco-chair,,,,,,,Off-White,,,,,,,,FM65001WH-CH,53887.00035,shopify,20,deny,manual,1137,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/FM65001WH-CH-1_7537f28d-dcd6-4900-b272-75ea752fc853.jpg?v=1771825193,2,ACAPULCO Chair,,,,,lb,,459,
acapulco-chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/FM65001ES-1_1a07d935-c647-4f26-81bf-f6d93ad151df.jpg?v=1771825193,3,ACAPULCO Chair,,,,,,,,
acapulco-chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/FM65001ES-2_7d96b72b-ad4c-4a3f-97cf-21cbc7af3155.jpg?v=1771825193,4,ACAPULCO Chair,,,,,,,,
acapulco-chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/FM65001ES-3_ce2bc561-d88d-48bb-b820-703b9e84a7c9.jpg?v=1771825193,5,ACAPULCO Chair,,,,,,,,
acapulco-chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/FM65001ES-4_478238dd-5fb3-4e16-824e-cc51d577d499.jpg?v=1771825193,6,ACAPULCO Chair,,,,,,,,
acapulco-chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/FM65001ES-5_a6decc61-5ce7-433d-9264-d20291d6b3cb.jpg?v=1771825193,7,ACAPULCO Chair,,,,,,,,
acapulco-chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/FM65001ES-6_97f46cdd-3ff5-4e05-86a9-bd0d64ad99a5.jpg?v=1771825193,8,ACAPULCO Chair,,,,,,,,
acapulco-chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/FM65001ES-7_041336a8-bdc2-4be5-ba3e-c1eabfbbe658.jpg?v=1771825193,9,ACAPULCO Chair,,,,,,,,
acanthus-8-x-10-area-rug,ACANTHUS 8' X 10' Area Rug,"<p>FREE SHIPPING<br>
ACANTHUS 8' X 10' Area Rug brings a Contemporary look to your home with a refined, comfortable feel. This accent rug is made to fit naturally into the room. The 100% Nylon construction is complemented by Taupe tones for a polished look.<br>
Product Dimensions: 8' x 10'</p>

<p>Materials:100% Nylon<br>
Color:Taupe<br>
Weight: 28.68 lbs</p>",,Accent,"ACANTHUS, Accent, Furniture of America, Indoor Furniture, New Arrival, Quick Ship Furniture, Rug",Title,Default Title,,,,,,,,RG8141M,13008.98381,shopify,20,deny,manual,597,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/RG8141-1_0f30f300-fb87-4af6-a09d-36675c00f3ad.jpg?v=1771825192,1,ACANTHUS 8' X 10' Area Rug,FALSE,ACANTHUS 8' X 10' Area Rug in Taupe | GOODDEGG,The ACANTHUS Area Rug adds warmth and comfort underfoot. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,lb,,199,active
acanthus-8-x-10-area-rug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/RG8141-2_d104fc3f-3084-40cb-b79c-3c29ae5c2dea.jpg?v=1771825192,2,ACANTHUS 8' X 10' Area Rug,,,,,,,,
acanthus-5-x-8-area-rug,ACANTHUS 5' X 8' Area Rug,"<p>FREE SHIPPING<br>
Make the room feel complete with ACANTHUS 5' X 8' Area Rug and its Contemporary character. As a accent rug, it is designed to complement your space. Finished in Taupe tones, the 100% Nylon build balances durability with visual appeal.<br>
Product Dimensions: 5' x 8'</p>

<p>Materials:100% Nylon<br>
Color:Taupe<br>
Weight: 15.54 lbs</p>",,Accent,"ACANTHUS, Accent, Furniture of America, Indoor Furniture, New Arrival, Quick Ship Furniture, Rug",Title,Default Title,,,,,,,,RG8141S,7049.006867,shopify,20,deny,manual,327,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/RG8141-1_ad1c60c8-6851-4317-9c15-5324cc44a536.jpg?v=1771825191,1,ACANTHUS 5' X 8' Area Rug,FALSE,ACANTHUS 5' X 8' Area Rug in Taupe | GOODDEGG,The ACANTHUS Area Rug adds warmth and comfort underfoot. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,lb,,109,active
acanthus-5-x-8-area-rug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/RG8141-2_64c070cb-672e-4c20-925c-a1d15fa3534b.jpg?v=1771825191,2,ACANTHUS 5' X 8' Area Rug,,,,,,,,
