Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
artemisia-6-memory-foam-mattress-white,"ARTEMISIA 6"" Memory Foam Mattress","FREE SHIPPING
ARTEMISIA 6"" Memory Foam Mattress is built to support deeper, more restful sleep with a comfortable, balanced feel. Its Contemporary design keeps the look clean and inviting. Built from Top and Side Cover: 100% Polyester, it brings a reliable, comfortable feel with White tones.
Product Dimensions: 60""W X 80""D X 6""H
Size: Queen
Features
- Cooling gel infusion for a fresher sleep
- Memory foam comfort layer
Materials: Top and Side Cover: 100% Polyester.
Color: White
Weight: 41.58 lbs",Furniture of America,,Mattress,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, ARTEMISIA",TRUE,Color,White,Size,Queen,,,DM510-Q,18860,shopify,20,deny,manual,109,327,TRUE,FALSE,,,,"ARTEMISIA 6"" Memory Foam Mattress",FALSE,"ARTEMISIA 6"" Memory Foam Mattress Queen | GOODDEGG","ARTEMISIA Memory Foam Mattress supports deeper, more comfortable sleep. Shop at GOODDEGG for a great selection and guaranteed lowest prices.",,,,DM510-Q,new,TRUE,,g,,109,,,,,,,active
artemisia-6-memory-foam-mattress-white,"ARTEMISIA 6"" Memory Foam Mattress","FREE SHIPPING
Sleep easy with ARTEMISIA 6"" Memory Foam Mattress, designed to deliver comfort and steady support night after night. Its Contemporary design keeps the look clean and inviting. The Top and Side Cover: 100% Polyester construction keeps you comfortable, finished in White tones.
Product Dimensions: 39""W X 75""D X 6""H
Size: Twin
Features
- Cooling gel infusion for a fresher sleep
- Memory foam comfort layer
Materials: Top and Side Cover: 100% Polyester.
Color: White
Weight: 25.89 lbs",Furniture of America,,Mattress,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, ARTEMISIA",TRUE,Color,White,Size,Twin,,,DM510-T,11744,shopify,20,deny,manual,83,249,TRUE,FALSE,,,,"ARTEMISIA 6"" Memory Foam Mattress",FALSE,"ARTEMISIA 6"" Memory Foam Mattress Twin | GOODDEGG","ARTEMISIA Memory Foam Mattress supports deeper, more comfortable sleep. Shop at GOODDEGG for a great selection and guaranteed lowest prices.",,,,DM510-T,new,TRUE,,g,,83,,,,,,,active
artemisia-6-memory-foam-mattress-white,"ARTEMISIA 6"" Memory Foam Mattress","FREE SHIPPING
ARTEMISIA 6"" Memory Foam Mattress offers a cozy, supportive sleep surface made for everyday comfort. Its Contemporary design keeps the look clean and inviting. Crafted with Top and Side Cover: 100% Polyester, it is finished in White tones and made for lasting comfort.
Product Dimensions: 38""W X 80""D X 6""H
Size: Twin XL
Features
- Cooling gel infusion for a fresher sleep
- Memory foam comfort layer
Materials: Top and Side Cover: 100% Polyester.
Color: White",Furniture of America,,Mattress,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, ARTEMISIA",TRUE,Color,White,Size,Twin XL,,,DM510-TXL,,shopify,20,deny,manual,95,285,TRUE,FALSE,,,,"ARTEMISIA 6"" Memory Foam Mattress",FALSE,"ARTEMISIA 6"" Memory Foam Mattress Twin XL | GOODDEGG","ARTEMISIA Memory Foam Mattress supports deeper, more comfortable sleep. Shop at GOODDEGG for a great selection and guaranteed lowest prices.",,,,DM510-TXL,new,TRUE,,g,,95,,,,,,,active
artemisia-8-memory-foam-mattress-white,"ARTEMISIA 8"" Memory Foam Mattress","FREE SHIPPING
ARTEMISIA 8"" Memory Foam Mattress is built to support deeper, more restful sleep with a comfortable, balanced feel. Its Contemporary design keeps the look clean and inviting. Built from Top and Side Cover: 100% Polyester, it brings a reliable, comfortable feel with White tones.
Product Dimensions: 72""W X 84""D X 8""H
Size: California King
Features
- Cooling gel infusion for a fresher sleep
- Memory foam comfort layer
Materials: Top and Side Cover: 100% Polyester.
Color: White
Weight: 62 lbs",Furniture of America,,Mattress,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, ARTEMISIA",TRUE,Color,White,Size,Cal.King,,,DM520-CK,28123,shopify,20,deny,manual,189,567,TRUE,FALSE,,,,"ARTEMISIA 8"" Memory Foam Mattress",FALSE,"ARTEMISIA 8"" Memory Foam Mattress | GOODDEGG","ARTEMISIA Memory Foam Mattress supports deeper, more comfortable sleep. Shop at GOODDEGG for a great selection and guaranteed lowest prices.",,,,DM520-CK,new,TRUE,,g,,189,,,,,,,active
artemisia-8-memory-foam-mattress-white,"ARTEMISIA 8"" Memory Foam Mattress","FREE SHIPPING
Sleep easy with ARTEMISIA 8"" Memory Foam Mattress, designed to deliver comfort and steady support night after night. Its Contemporary design keeps the look clean and inviting. The Top and Side Cover: 100% Polyester construction keeps you comfortable, finished in White tones.
Product Dimensions: 76""W X 80""D X 8""H
Size: Eastern King
Features
- Cooling gel infusion for a fresher sleep
- Memory foam comfort layer
Materials: Top and Side Cover: 100% Polyester.
Color: White
Weight: 63.03 lbs",Furniture of America,,Mattress,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, ARTEMISIA",TRUE,Color,White,Size,E.King,,,DM520-EK,28590,shopify,20,deny,manual,189,567,TRUE,FALSE,,,,"ARTEMISIA 8"" Memory Foam Mattress",FALSE,"ARTEMISIA 8"" Memory Foam Mattress | GOODDEGG","ARTEMISIA Memory Foam Mattress supports deeper, more comfortable sleep. Shop at GOODDEGG for a great selection and guaranteed lowest prices.",,,,DM520-EK,new,TRUE,,g,,189,,,,,,,active
artemisia-8-memory-foam-mattress-white,"ARTEMISIA 8"" Memory Foam Mattress","FREE SHIPPING
ARTEMISIA 8"" Memory Foam Mattress offers a cozy, supportive sleep surface made for everyday comfort. Its Contemporary design keeps the look clean and inviting. Crafted with Top and Side Cover: 100% Polyester, it is finished in White tones and made for lasting comfort.
Product Dimensions: 54""W X 75""D X 8""H
Size: Full
Features
- Cooling gel infusion for a fresher sleep
- Memory foam comfort layer
Materials: Top and Side Cover: 100% Polyester.
Color: White
Weight: 42.79 lbs",Furniture of America,,Mattress,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, ARTEMISIA",TRUE,Color,White,Size,Full,,,DM520-F,19409,shopify,20,deny,manual,139,417,TRUE,FALSE,,,,"ARTEMISIA 8"" Memory Foam Mattress",FALSE,"ARTEMISIA 8"" Memory Foam Mattress Full | GOODDEGG","ARTEMISIA Memory Foam Mattress supports deeper, more comfortable sleep. Shop at GOODDEGG for a great selection and guaranteed lowest prices.",,,,DM520-F,new,TRUE,,g,,139,,,,,,,active
artemisia-8-memory-foam-mattress-white,"ARTEMISIA 8"" Memory Foam Mattress","FREE SHIPPING
ARTEMISIA 8"" Memory Foam Mattress is built to support deeper, more restful sleep with a comfortable, balanced feel. Its Contemporary design keeps the look clean and inviting. Built from Top and Side Cover: 100% Polyester, it brings a reliable, comfortable feel with White tones.
Product Dimensions: 60""W X 80""D X 8""H
Size: Queen
Features
- Cooling gel infusion for a fresher sleep
- Memory foam comfort layer
Materials: Top and Side Cover: 100% Polyester.
Color: White
Weight: 48.4 lbs",Furniture of America,,Mattress,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, ARTEMISIA",TRUE,Color,White,Size,Queen,,,DM520-Q,21954,shopify,20,deny,manual,149,447,TRUE,FALSE,,,,"ARTEMISIA 8"" Memory Foam Mattress",FALSE,"ARTEMISIA 8"" Memory Foam Mattress Queen | GOODDEGG","ARTEMISIA Memory Foam Mattress supports deeper, more comfortable sleep. Shop at GOODDEGG for a great selection and guaranteed lowest prices.",,,,DM520-Q,new,TRUE,,g,,149,,,,,,,active
artemisia-8-memory-foam-mattress-white,"ARTEMISIA 8"" Memory Foam Mattress","FREE SHIPPING
Sleep easy with ARTEMISIA 8"" Memory Foam Mattress, designed to deliver comfort and steady support night after night. Its Contemporary design keeps the look clean and inviting. The Top and Side Cover: 100% Polyester construction keeps you comfortable, finished in White tones.
Product Dimensions: 39""W X 75""D X 8""H
Size: Twin
Features
- Cooling gel infusion for a fresher sleep
- Memory foam comfort layer
Materials: Top and Side Cover: 100% Polyester.
Color: White
Weight: 31.68 lbs",Furniture of America,,Mattress,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, ARTEMISIA",TRUE,Color,White,Size,Twin,,,DM520-T,14370,shopify,20,deny,manual,109,327,TRUE,FALSE,,,,"ARTEMISIA 8"" Memory Foam Mattress",FALSE,"ARTEMISIA 8"" Memory Foam Mattress Twin | GOODDEGG","ARTEMISIA Memory Foam Mattress supports deeper, more comfortable sleep. Shop at GOODDEGG for a great selection and guaranteed lowest prices.",,,,DM520-T,new,TRUE,,g,,109,,,,,,,active
artemisia-8-memory-foam-mattress-white,"ARTEMISIA 8"" Memory Foam Mattress","FREE SHIPPING
ARTEMISIA 8"" Memory Foam Mattress offers a cozy, supportive sleep surface made for everyday comfort. Its Contemporary design keeps the look clean and inviting. Crafted with Top and Side Cover: 100% Polyester, it is finished in White tones and made for lasting comfort.
Product Dimensions: 39""W X 80""D X 8""H
Size: TXL
Features
- Cooling gel infusion for a fresher sleep
- Memory foam comfort layer
Materials: Top and Side Cover: 100% Polyester.
Color: White",Furniture of America,,Mattress,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, ARTEMISIA",TRUE,Color,White,Size,TXL,,,DM520-TXL,,shopify,20,deny,manual,119,357,TRUE,FALSE,,,,"ARTEMISIA 8"" Memory Foam Mattress",FALSE,"ARTEMISIA 8"" Memory Foam Mattress TXL | GOODDEGG","ARTEMISIA Memory Foam Mattress supports deeper, more comfortable sleep. Shop at GOODDEGG for a great selection and guaranteed lowest prices.",,,,DM520-TXL,new,TRUE,,g,,119,,,,,,,active
bird-of-paradise-11-euro-pillow-top-mattress-white,"BIRD OF PARADISE 11"" Euro Pillow Top Mattress","FREE SHIPPING
BIRD OF PARADISE 11"" Euro Pillow Top Mattress offers a cozy, supportive sleep surface made for everyday comfort. Its Mattress design keeps the look clean and inviting. Crafted with Double Layer Of Hd Polyurethane Foam Separated With Polyester Fiber, it is finished in White tones and made for lasting comfort.
Product Dimensions: 84""L X 72""W X 11""H
Size: California King
Features
- Supportive coil system for steady alignment
Materials: Double Layer Of Hd Polyurethane Foam Separated With Polyester Fiber.
Color: White
Weight: 95 lbs",Furniture of America,,Mattress,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, BIRD OF PARADISE",TRUE,Color,White,Size,Cal.King,,,DM315CK-M,43091,shopify,20,deny,manual,399,927,TRUE,FALSE,,,,"BIRD OF PARADISE 11"" Euro Pillow Top Mattress",FALSE,"BIRD OF PARADISE 11"" Euro Pillow Top Mattress | GOODDEGG","BIRD OF PARADISE Euro Pillow Top Mattress supports deeper, more comfortable sleep night. Shop at GOODDEGG for a great selection and guaranteed lowest prices.",,,,DM315CK-M,new,TRUE,,g,,399,,,,,,,active
bird-of-paradise-11-euro-pillow-top-mattress-white,"BIRD OF PARADISE 11"" Euro Pillow Top Mattress","FREE SHIPPING
BIRD OF PARADISE 11"" Euro Pillow Top Mattress is built to support deeper, more restful sleep with a comfortable, balanced feel. Its Mattress design keeps the look clean and inviting. Built from Double Layer Of Hd Polyurethane Foam Separated With Polyester Fiber, it brings a reliable, comfortable feel with White tones.
Product Dimensions: 80""L X 76""W X 11""H
Size: Eastern King
Features
- Supportive coil system for steady alignment
Materials: Double Layer Of Hd Polyurethane Foam Separated With Polyester Fiber.
Color: White
Weight: 95 lbs",Furniture of America,,Mattress,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, BIRD OF PARADISE",TRUE,Color,White,Size,E.King,,,DM315EK-M,43091,shopify,20,deny,manual,399,927,TRUE,FALSE,,,,"BIRD OF PARADISE 11"" Euro Pillow Top Mattress",FALSE,"BIRD OF PARADISE 11"" Euro Pillow Top Mattress Eastern King | GOODDEGG","BIRD OF PARADISE Euro Pillow Top Mattress supports deeper, more comfortable sleep night. Shop at GOODDEGG for a great selection and guaranteed lowest prices.",,,,DM315EK-M,new,TRUE,,g,,399,,,,,,,active
bird-of-paradise-11-euro-pillow-top-mattress-white,"BIRD OF PARADISE 11"" Euro Pillow Top Mattress","FREE SHIPPING
Sleep easy with BIRD OF PARADISE 11"" Euro Pillow Top Mattress, designed to deliver comfort and steady support night after night. Its Mattress design keeps the look clean and inviting. The Double Layer Of Hd Polyurethane Foam Separated With Polyester Fiber construction keeps you comfortable, finished in White tones.
Product Dimensions: 75""L X 54""W X 11""H
Size: Full
Features
- Supportive coil system for steady alignment
Materials: Double Layer Of Hd Polyurethane Foam Separated With Polyester Fiber.
Color: White
Weight: 70 lbs",Furniture of America,,Mattress,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, BIRD OF PARADISE",TRUE,Color,White,Size,Full,,,DM315F-M,31751,shopify,20,deny,manual,269,597,TRUE,FALSE,,,,"BIRD OF PARADISE 11"" Euro Pillow Top Mattress",FALSE,"BIRD OF PARADISE 11"" Euro Pillow Top Mattress Full in White | GOODDEGG","BIRD OF PARADISE Euro Pillow Top Mattress supports deeper, more comfortable sleep night. Shop at GOODDEGG for a great selection and guaranteed lowest prices.",,,,DM315F-M,new,TRUE,,g,,269,,,,,,,active
bird-of-paradise-11-euro-pillow-top-mattress-white,"BIRD OF PARADISE 11"" Euro Pillow Top Mattress","FREE SHIPPING
BIRD OF PARADISE 11"" Euro Pillow Top Mattress offers a cozy, supportive sleep surface made for everyday comfort. Its Mattress design keeps the look clean and inviting. Crafted with Double Layer Of Hd Polyurethane Foam Separated With Polyester Fiber, it is finished in White tones and made for lasting comfort.
Product Dimensions: 80""L X 60""W X 11""H
Size: Queen
Features
- Supportive coil system for steady alignment
Materials: Double Layer Of Hd Polyurethane Foam Separated With Polyester Fiber.
Color: White
Weight: 80 lbs",Furniture of America,,Mattress,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, BIRD OF PARADISE",TRUE,Color,White,Size,Queen,,,DM315Q-M,36287,shopify,20,deny,manual,299,687,TRUE,FALSE,,,,"BIRD OF PARADISE 11"" Euro Pillow Top Mattress",FALSE,"BIRD OF PARADISE 11"" Euro Pillow Top Mattress Queen | GOODDEGG","BIRD OF PARADISE Euro Pillow Top Mattress supports deeper, more comfortable sleep night. Shop at GOODDEGG for a great selection and guaranteed lowest prices.",,,,DM315Q-M,new,TRUE,,g,,299,,,,,,,active
bird-of-paradise-11-euro-pillow-top-mattress-white,"BIRD OF PARADISE 11"" Euro Pillow Top Mattress","FREE SHIPPING
BIRD OF PARADISE 11"" Euro Pillow Top Mattress is built to support deeper, more restful sleep with a comfortable, balanced feel. Its Mattress design keeps the look clean and inviting. Built from Double Layer Of Hd Polyurethane Foam Separated With Polyester Fiber, it brings a reliable, comfortable feel with White tones.
Product Dimensions: 75""L X 39""W X 11""H
Size: Twin
Features
- Supportive coil system for steady alignment
Materials: Double Layer Of Hd Polyurethane Foam Separated With Polyester Fiber.
Color: White
Weight: 55 lbs",Furniture of America,,Mattress,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, BIRD OF PARADISE",TRUE,Color,White,Size,Twin,,,DM315T-M,24948,shopify,20,deny,manual,199,474,TRUE,FALSE,,,,"BIRD OF PARADISE 11"" Euro Pillow Top Mattress",FALSE,"BIRD OF PARADISE 11"" Euro Pillow Top Mattress Twin in White | GOODDEGG","BIRD OF PARADISE Euro Pillow Top Mattress supports deeper, more comfortable sleep night. Shop at GOODDEGG for a great selection and guaranteed lowest prices.",,,,DM315T-M,new,TRUE,,g,,199,,,,,,,active
bird-of-paradise-foundation-white,BIRD OF PARADISE Foundation,"FREE SHIPPING
Sleep easy with BIRD OF PARADISE Foundation, designed to deliver comfort and steady support night after night. Its Mattress design keeps the look clean and inviting. The Double Layer Of Hd Polyurethane Foam Separated With Polyester Fiber construction keeps you comfortable, finished in White tones.
Product Dimensions: 84""L X 72""W X 7""H
Size: California King
Materials: Double Layer Of Hd Polyurethane Foam Separated With Polyester Fiber.
Color: White
Weight: 60 lbs",Furniture of America,,Foundation,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, Foundation, BIRD OF PARADISE",TRUE,Color,White,Size,Cal.King,,,DM315CK-F,27216,shopify,20,deny,manual,179,447,TRUE,FALSE,,,,BIRD OF PARADISE Foundation,FALSE,BIRD OF PARADISE Foundation California King in White | GOODDEGG,The BIRD OF PARADISE Foundation brings everyday comfort and function to your space. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,DM315CK-F,new,TRUE,,g,,179,,,,,,,active
bird-of-paradise-foundation-white,BIRD OF PARADISE Foundation,"FREE SHIPPING
BIRD OF PARADISE Foundation offers a cozy, supportive sleep surface made for everyday comfort. Its Mattress design keeps the look clean and inviting. Crafted with Double Layer Of Hd Polyurethane Foam Separated With Polyester Fiber, it is finished in White tones and made for lasting comfort.
Product Dimensions: 80""L X 76""W X 7""H
Size: Eastern King
Materials: Double Layer Of Hd Polyurethane Foam Separated With Polyester Fiber.
Color: White
Weight: 60 lbs",Furniture of America,,Foundation,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, Foundation, BIRD OF PARADISE",TRUE,Color,White,Size,E.King,,,DM315EK-F,27216,shopify,20,deny,manual,179,447,TRUE,FALSE,,,,BIRD OF PARADISE Foundation,FALSE,BIRD OF PARADISE Foundation Eastern King in White | GOODDEGG,The BIRD OF PARADISE Foundation brings everyday comfort and function to your space. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,DM315EK-F,new,TRUE,,g,,179,,,,,,,active
